transaction_id,transaction_date,year,month,month_name,day,day_name,transaction_time,hour,time_of_day,transaction_qty,store_id,store_location,product_id,product_category,product_type,product_detail,unit_price,revenue,Day_classification
280,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:03:34.000Z,14,Afternoon,1,5,Lower Manhattan,69,Bakery,Biscotti,Hazelnut Biscotti,3.25,3.25,Weekend
281,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:03:41.000Z,14,Afternoon,1,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,3,Weekend
282,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:07:12.000Z,14,Afternoon,2,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,4.25,8.5,Weekend
283,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:07:56.000Z,14,Afternoon,1,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2.5,Weekend
284,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:08:03.000Z,14,Afternoon,1,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,3,Weekend
285,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:08:03.000Z,14,Afternoon,1,8,Hell's Kitchen,71,Bakery,Pastry,Chocolate Croissant,3.75,3.75,Weekend
286,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:11:14.000Z,14,Afternoon,2,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,7.5,Weekend
287,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:13:28.000Z,14,Afternoon,2,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,6.2,Weekend
288,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:19:57.000Z,14,Afternoon,2,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,5,Weekend
289,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:20:06.000Z,14,Afternoon,2,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,6.2,Weekend
290,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:20:08.000Z,14,Afternoon,2,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
291,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:22:01.000Z,14,Afternoon,2,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,3,6,Weekend
292,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:22:38.000Z,14,Afternoon,2,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,4.25,8.5,Weekend
293,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:23:28.000Z,14,Afternoon,1,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,4,Weekend
294,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:23:28.000Z,14,Afternoon,1,8,Hell's Kitchen,71,Bakery,Pastry,Chocolate Croissant,3.75,3.75,Weekend
295,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:24:55.000Z,14,Afternoon,2,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,4.25,8.5,Weekend
296,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:24:55.000Z,14,Afternoon,1,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,3.75,3.75,Weekend
297,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:25:32.000Z,14,Afternoon,2,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,7,Weekend
298,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:25:39.000Z,14,Afternoon,2,5,Lower Manhattan,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,6,Weekend
299,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:26:36.000Z,14,Afternoon,1,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,4.75,Weekend
300,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:29:05.000Z,14,Afternoon,2,5,Lower Manhattan,45,Tea,Brewed herbal tea,Peppermint Lg,3,6,Weekend
301,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:29:50.000Z,14,Afternoon,2,5,Lower Manhattan,49,Tea,Brewed Black tea,English Breakfast Lg,3,6,Weekend
302,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:29:50.000Z,14,Afternoon,1,5,Lower Manhattan,78,Bakery,Scone,Scottish Cream Scone ,4.5,4.5,Weekend
303,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:30:51.000Z,14,Afternoon,1,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2.5,2.5,Weekend
304,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:30:58.000Z,14,Afternoon,1,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,3.1,Weekend
305,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:31:26.000Z,14,Afternoon,1,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,2.5,Weekend
306,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:32:20.000Z,14,Afternoon,2,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,6,Weekend
307,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:32:42.000Z,14,Afternoon,2,5,Lower Manhattan,41,Coffee,Barista Espresso,Cappuccino Lg,4.25,8.5,Weekend
308,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:32:54.000Z,14,Afternoon,2,8,Hell's Kitchen,39,Coffee,Barista Espresso,Latte Rg,4.25,8.5,Weekend
309,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:35:47.000Z,14,Afternoon,1,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,4,Weekend
310,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:36:23.000Z,14,Afternoon,2,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,6,Weekend
311,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:36:35.000Z,14,Afternoon,1,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,3.1,Weekend
312,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:37:48.000Z,14,Afternoon,1,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,2.5,Weekend
313,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:39:06.000Z,14,Afternoon,1,5,Lower Manhattan,87,Coffee,Barista Espresso,Ouro Brasileiro shot,3,3,Weekend
314,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:39:48.000Z,14,Afternoon,2,8,Hell's Kitchen,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,4.9,Weekend
315,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:42:39.000Z,14,Afternoon,2,5,Lower Manhattan,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,9.5,Weekend
316,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:43:13.000Z,14,Afternoon,2,3,Astoria,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
317,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:45:31.000Z,14,Afternoon,1,3,Astoria,47,Tea,Brewed Green tea,Serenity Green Tea Lg,3,3,Weekend
318,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:46:09.000Z,14,Afternoon,1,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2.5,2.5,Weekend
319,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:47:29.000Z,14,Afternoon,1,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,3,Weekend
320,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:47:29.000Z,14,Afternoon,1,8,Hell's Kitchen,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
321,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:49:49.000Z,14,Afternoon,2,8,Hell's Kitchen,51,Tea,Brewed Black tea,Earl Grey Lg,3,6,Weekend
322,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:51:19.000Z,14,Afternoon,2,5,Lower Manhattan,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,6,Weekend
323,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:55:34.000Z,14,Afternoon,2,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,4.9,Weekend
324,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:58:07.000Z,14,Afternoon,2,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,6,Weekend
325,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:58:35.000Z,14,Afternoon,1,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,3,Weekend
326,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:02:04.000Z,15,Afternoon,2,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,4.25,8.5,Weekend
327,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:02:28.000Z,15,Afternoon,1,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,3.75,3.75,Weekend
328,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:06:27.000Z,15,Afternoon,2,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
329,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:08:28.000Z,15,Afternoon,2,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,6,Weekend
330,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:09:37.000Z,15,Afternoon,1,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,Weekend
331,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:09:54.000Z,15,Afternoon,1,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,4.75,Weekend
332,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:10:10.000Z,15,Afternoon,1,5,Lower Manhattan,40,Coffee,Barista Espresso,Cappuccino,3.75,3.75,Weekend
333,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:10:10.000Z,15,Afternoon,1,5,Lower Manhattan,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
334,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:12:22.000Z,15,Afternoon,1,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,3,Weekend
335,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:12:54.000Z,15,Afternoon,2,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,5,Weekend
336,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:14:19.000Z,15,Afternoon,2,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,3,6,Weekend
337,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:16:37.000Z,15,Afternoon,2,5,Lower Manhattan,38,Coffee,Barista Espresso,Latte,3.75,7.5,Weekend
338,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:18:56.000Z,15,Afternoon,1,3,Astoria,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,4.75,Weekend
339,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:19:34.000Z,15,Afternoon,1,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,2.5,Weekend
340,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:21:05.000Z,15,Afternoon,2,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,6,Weekend
341,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:22:11.000Z,15,Afternoon,2,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,4.25,8.5,Weekend
342,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:24:01.000Z,15,Afternoon,1,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,3,3,Weekend
343,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:25:09.000Z,15,Afternoon,2,5,Lower Manhattan,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
344,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:27:11.000Z,15,Afternoon,2,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,7,Weekend
345,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:28:29.000Z,15,Afternoon,1,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,3.5,Weekend
346,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:28:54.000Z,15,Afternoon,1,5,Lower Manhattan,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,3,Weekend
347,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:29:24.000Z,15,Afternoon,1,3,Astoria,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,3.1,Weekend
348,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:29:24.000Z,15,Afternoon,1,3,Astoria,70,Bakery,Scone,Cranberry Scone,3.25,3.25,Weekend
349,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:30:16.000Z,15,Afternoon,1,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,3,Weekend
350,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:30:27.000Z,15,Afternoon,2,3,Astoria,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,4.4,Weekend
351,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:30:58.000Z,15,Afternoon,1,5,Lower Manhattan,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2.45,Weekend
352,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:30:58.000Z,15,Afternoon,2,8,Hell's Kitchen,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,5,Weekend
353,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:33:36.000Z,15,Afternoon,2,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4,Weekend
354,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:33:36.000Z,15,Afternoon,1,5,Lower Manhattan,74,Bakery,Biscotti,Ginger Biscotti,3.5,3.5,Weekend
355,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:34:10.000Z,15,Afternoon,2,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,4.25,8.5,Weekend
356,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:34:10.000Z,15,Afternoon,1,3,Astoria,76,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,3.5,Weekend
357,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:36:59.000Z,15,Afternoon,2,5,Lower Manhattan,37,Coffee,Barista Espresso,Espresso shot,3,6,Weekend
358,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:39:44.000Z,15,Afternoon,1,8,Hell's Kitchen,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,2.5,Weekend
359,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:42:20.000Z,15,Afternoon,1,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,3.75,Weekend
360,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:45:16.000Z,15,Afternoon,2,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,5,Weekend
361,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:46:34.000Z,15,Afternoon,2,5,Lower Manhattan,40,Coffee,Barista Espresso,Cappuccino,3.75,7.5,Weekend
362,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:51:15.000Z,15,Afternoon,2,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,6.2,Weekend
363,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:52:23.000Z,15,Afternoon,2,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,4.25,8.5,Weekend
364,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:52:23.000Z,15,Afternoon,1,5,Lower Manhattan,69,Bakery,Biscotti,Hazelnut Biscotti,3.25,3.25,Weekend
365,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:53:55.000Z,15,Afternoon,2,5,Lower Manhattan,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,7,Weekend
366,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:55:45.000Z,15,Afternoon,1,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,3,Weekend
367,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:55:50.000Z,15,Afternoon,2,3,Astoria,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,4.4,Weekend
368,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T15:58:55.000Z,15,Afternoon,1,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2.5,2.5,Weekend
369,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:00:23.000Z,16,Afternoon,1,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,3.75,3.75,Weekend
370,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:02:07.000Z,16,Afternoon,1,8,Hell's Kitchen,41,Coffee,Barista Espresso,Cappuccino Lg,4.25,4.25,Weekend
371,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:03:30.000Z,16,Afternoon,2,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,4.9,Weekend
372,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:03:54.000Z,16,Afternoon,1,8,Hell's Kitchen,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2.5,Weekend
373,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:04:10.000Z,16,Afternoon,2,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
374,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:06:04.000Z,16,Afternoon,2,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,5,Weekend
375,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:07:20.000Z,16,Afternoon,2,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,5,Weekend
376,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:08:59.000Z,16,Afternoon,2,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
377,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:10:37.000Z,16,Afternoon,2,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
378,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:12:00.000Z,16,Afternoon,1,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,3,3,Weekend
379,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:17:06.000Z,16,Afternoon,2,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,4.9,Weekend
380,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:17:52.000Z,16,Afternoon,2,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,5,Weekend
381,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:19:00.000Z,16,Afternoon,2,8,Hell's Kitchen,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,5,Weekend
382,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:19:17.000Z,16,Afternoon,1,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2.55,Weekend
383,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:19:26.000Z,16,Afternoon,2,5,Lower Manhattan,40,Coffee,Barista Espresso,Cappuccino,3.75,7.5,Weekend
384,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:20:07.000Z,16,Afternoon,2,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,7.5,Weekend
385,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:22:07.000Z,16,Afternoon,1,5,Lower Manhattan,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,Weekend
386,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:22:38.000Z,16,Afternoon,1,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,Weekend
387,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:25:28.000Z,16,Afternoon,1,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,2.5,Weekend
388,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:27:42.000Z,16,Afternoon,1,5,Lower Manhattan,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2.55,Weekend
389,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:28:00.000Z,16,Afternoon,2,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,6,Weekend
390,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:28:57.000Z,16,Afternoon,1,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,2.5,Weekend
391,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:29:36.000Z,16,Afternoon,2,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,3.5,7,Weekend
392,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:30:12.000Z,16,Afternoon,1,3,Astoria,40,Coffee,Barista Espresso,Cappuccino,3.75,3.75,Weekend
393,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:33:35.000Z,16,Afternoon,1,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,3.1,Weekend
394,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:35:11.000Z,16,Afternoon,1,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,Weekend
395,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:39:24.000Z,16,Afternoon,1,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,3.75,Weekend
396,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:39:27.000Z,16,Afternoon,1,8,Hell's Kitchen,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,3.5,Weekend
397,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:40:18.000Z,16,Afternoon,1,3,Astoria,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,3.5,Weekend
398,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:40:19.000Z,16,Afternoon,1,5,Lower Manhattan,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2.5,Weekend
399,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:41:51.000Z,16,Afternoon,1,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2.5,Weekend
400,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:43:33.000Z,16,Afternoon,2,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
401,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:44:46.000Z,16,Afternoon,2,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,5,Weekend
402,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:47:05.000Z,16,Afternoon,1,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,2.5,Weekend
403,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:47:05.000Z,16,Afternoon,1,5,Lower Manhattan,72,Bakery,Scone,Ginger Scone,3.25,3.25,Weekend
404,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:48:31.000Z,16,Afternoon,2,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,5,Weekend
405,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:49:19.000Z,16,Afternoon,1,5,Lower Manhattan,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,3,Weekend
406,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:49:19.000Z,16,Afternoon,1,5,Lower Manhattan,71,Bakery,Pastry,Chocolate Croissant,3.75,3.75,Weekend
407,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:49:38.000Z,16,Afternoon,1,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,2.5,Weekend
408,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:52:13.000Z,16,Afternoon,2,8,Hell's Kitchen,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
409,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:52:51.000Z,16,Afternoon,1,5,Lower Manhattan,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,2.5,Weekend
410,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:56:48.000Z,16,Afternoon,1,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,Weekend
411,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:58:42.000Z,16,Afternoon,1,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,3.5,Weekend
412,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T16:58:42.000Z,16,Afternoon,1,3,Astoria,69,Bakery,Biscotti,Hazelnut Biscotti,3.25,3.25,Weekend
413,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T17:01:03.000Z,17,Evening,2,5,Lower Manhattan,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,7.5,Weekend
414,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T17:01:31.000Z,17,Evening,2,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
415,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T17:03:21.000Z,17,Evening,1,3,Astoria,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,2.5,Weekend
416,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T17:05:44.000Z,17,Evening,2,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,7.5,Weekend
417,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T17:09:18.000Z,17,Evening,2,8,Hell's Kitchen,47,Tea,Brewed Green tea,Serenity Green Tea Lg,3,6,Weekend
418,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T17:10:34.000Z,17,Evening,1,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,3.5,3.5,Weekend
